class_type,WRIST_X,WRIST_Y,WRIST_Z,THUMB_CMC_X,THUMB_CMC_Y,THUMB_CMC_Z,THUMB_MCP_X,THUMB_MCP_Y,THUMB_MCP_Z,THUMB_IP_X,THUMB_IP_Y,THUMB_IP_Z,THUMB_TIP_X,THUMB_TIP_Y,THUMB_TIP_Z,INDEX_FINGER_MCP_X,INDEX_FINGER_MCP_Y,INDEX_FINGER_MCP_Z,INDEX_FINGER_PIP_X,INDEX_FINGER_PIP_Y,INDEX_FINGER_PIP_Z,INDEX_FINGER_DIP_X,INDEX_FINGER_DIP_Y,INDEX_FINGER_DIP_Z,INDEX_FINGER_TIP_X,INDEX_FINGER_TIP_Y,INDEX_FINGER_TIP_Z,MIDDLE_FINGER_MCP_X,MIDDLE_FINGER_MCP_Y,MIDDLE_FINGER_MCP_Z,MIDDLE_FINGER_PIP_X,MIDDLE_FINGER_PIP_Y,MIDDLE_FINGER_PIP_Z,MIDDLE_FINGER_DIP_X,MIDDLE_FINGER_DIP_Y,MIDDLE_FINGER_DIP_Z,MIDDLE_FINGER_TIP_X,MIDDLE_FINGER_TIP_Y,MIDDLE_FINGER_TIP_Z,RING_FINGER_MCP_X,RING_FINGER_MCP_Y,RING_FINGER_MCP_Z,RING_FINGER_PIP_X,RING_FINGER_PIP_Y,RING_FINGER_PIP_Z,RING_FINGER_DIP_X,RING_FINGER_DIP_Y,RING_FINGER_DIP_Z,RING_FINGER_TIP_X,RING_FINGER_TIP_Y,RING_FINGER_TIP_Z,PINKY_MCP_X,PINKY_MCP_Y,PINKY_MCP_Z,PINKY_PIP_X,PINKY_PIP_Y,PINKY_PIP_Z,PINKY_DIP_X,PINKY_DIP_Y,PINKY_DIP_Z,PINKY_TIP_X,PINKY_TIP_Y,PINKY_TIP_Z
21,610.2769660949707,626.895010471344,-2.053921264177916e-07,497.07727432250977,577.3196125030518,-0.01524615753442049,421.5713310241699,472.74365186691284,-0.02013484016060829,398.2990264892578,376.30688667297363,-0.02552570402622223,379.8416519165039,299.0191948413849,-0.028782585635781288,478.50854873657227,402.10620760917664,0.003474046476185322,470.3956604003906,345.91593503952026,-0.01684454083442688,486.610107421875,359.480584859848,-0.03481264412403107,500.6044006347656,378.20762872695923,-0.04625324159860611,551.5014839172363,397.60502099990845,-3.9528174966108054e-05,546.5839004516602,345.463650226593,-0.019892361015081406,551.2157821655273,358.7310254573822,-0.035018131136894226,553.5990715026855,372.6960754394531,-0.043925363570451736,619.7603988647461,405.8936583995819,-0.0078639667481184,621.9336318969727,359.70309019088745,-0.027699975296854973,615.3372573852539,376.1903715133667,-0.032048068940639496,607.327938079834,389.5948612689972,-0.032660163938999176,687.4198722839355,423.97671461105347,-0.017501113936305046,683.5245895385742,384.87953782081604,-0.03035562112927437,669.2515182495117,399.3795919418335,-0.02976957894861698,657.3930931091309,411.04910016059875,-0.027882065623998642
21,656.2558364868164,593.3011794090271,-1.6060153029684443e-07,547.2329521179199,533.8014578819275,-0.013500651344656944,479.24242973327637,435.87793350219727,-0.01771954819560051,453.72788429260254,342.30016708374023,-0.022630518302321434,430.0924873352051,267.31133222579956,-0.025520382449030876,543.5646629333496,370.8285176753998,0.01117938756942749,535.0352096557617,309.73936200141907,-0.005855354480445385,533.9011001586914,303.64983558654785,-0.02418014034628868,528.4525108337402,309.54205870628357,-0.0366128534078598,605.134391784668,364.8896563053131,0.008833087049424648,597.8847885131836,308.5608208179474,-0.0068730683997273445,591.7485809326172,300.94475269317627,-0.024160370230674744,580.3851127624512,305.7218098640442,-0.036310866475105286,664.7319030761719,371.3726305961609,0.0021228401456028223,664.5150375366211,315.92255115509033,-0.014656884595751762,650.3103446960449,303.50502848625183,-0.024382077157497406,629.1830635070801,308.1129455566406,-0.02997695654630661,727.4520492553711,388.5371804237366,-0.006190522573888302,731.5689468383789,338.6494445800781,-0.018913036212325096,714.1793632507324,328.6548578739166,-0.02350112795829773,689.9373435974121,331.1007750034332,-0.026027875021100044
21,651.0617065429688,617.1476483345032,3.5601786407823965e-07,594.3545150756836,585.1481437683105,-0.059841517359018326,585.2639579772949,493.9534664154053,-0.08076230436563492,611.4260101318359,403.46673130989075,-0.08982759714126587,637.1531867980957,321.3529300689697,-0.09534497559070587,641.7858695983887,371.6929507255554,-0.047583553940057755,746.5268898010254,388.12384128570557,-0.07305339723825455,821.0148811340332,424.74297881126404,-0.09258532524108887,890.4115104675293,459.5808506011963,-0.1049254983663559,685.7900619506836,367.38044142723083,-0.02643715590238571,791.9211959838867,387.6733589172363,-0.05670104920864105,868.1195640563965,437.82872557640076,-0.07633142173290253,932.1001052856445,484.0031683444977,-0.08590035140514374,719.8473358154297,383.03515434265137,-0.010585440322756767,808.443431854248,391.60210847854614,-0.043996695429086685,871.0370635986328,432.97046184539795,-0.059350498020648956,920.2831649780273,470.967857837677,-0.06354517489671707,744.9524688720703,405.7535183429718,0.0009456874104216695,804.254207611084,408.01413774490356,-0.02952159009873867,845.8064460754395,439.94431257247925,-0.04183449596166611,880.8522033691406,465.08548378944397,-0.044865090399980545
21,856.7079734802246,559.6009397506714,-8.418375614382967e-07,798.3210182189941,454.1609001159668,-0.021675731986761093,773.1003570556641,344.4136619567871,-0.035291120409965515,772.2212791442871,263.1371605396271,-0.04667913541197777,768.6669158935547,182.95780062675476,-0.05730695649981499,856.9016075134277,278.5520839691162,-0.03721456602215767,747.1190071105957,301.6558814048767,-0.06322009861469269,672.1807479858398,348.355929851532,-0.07874500751495361,619.5984077453613,380.2501845359802,-0.08687904477119446,904.0390777587891,325.439715385437,-0.0390184223651886,773.265380859375,359.0297484397888,-0.06278440356254578,689.516658782959,403.60265493392944,-0.07259626686573029,629.7037124633789,435.7596802711487,-0.07899906486272812,931.5934753417969,390.86008071899414,-0.04268921539187431,805.6517028808594,424.34940218925476,-0.06895601004362106,722.918643951416,453.56480598449707,-0.07197753340005875,662.9674530029297,476.2084650993347,-0.07144828140735626,938.686580657959,461.8742036819458,-0.047845907509326935,847.8628349304199,478.71502161026,-0.07070662081241608,779.5821189880371,494.8781204223633,-0.07308568060398102,724.6858978271484,504.7817802429199,-0.07168419659137726
21,724.9126625061035,605.0070905685425,-4.612266195636039e-07,616.7349243164062,542.3593997955322,-0.012246070429682732,551.2670516967773,432.1927070617676,-0.018943527713418007,531.3936996459961,338.04044365882874,-0.027646515518426895,519.0258979797363,258.9033794403076,-0.034565042704343796,627.1242141723633,344.89314436912537,0.0016137949423864484,611.4035797119141,294.3052875995636,-0.026355456560850143,593.7920951843262,325.9041666984558,-0.04938831552863121,582.6729011535645,360.483580827713,-0.06287574023008347,691.4352035522461,349.6027386188507,-0.005103410687297583,680.5745315551758,298.5848379135132,-0.032739102840423584,646.4476203918457,339.58253145217896,-0.05015885829925537,627.3275184631348,379.0663003921509,-0.05902152135968208,756.4580154418945,368.45096468925476,-0.01629401370882988,745.8781814575195,322.5556433200836,-0.04230162501335144,706.4587211608887,362.9544746875763,-0.04844852164387703,683.6040687561035,398.7197685241699,-0.04862618073821068,823.7191200256348,400.33060669898987,-0.02888866513967514,805.6288719177246,362.3342728614807,-0.046614814549684525,769.2697906494141,389.26111936569214,-0.04882080480456352,746.6717147827148,414.01830554008484,-0.04779304563999176
21,675.3151702880859,584.661226272583,2.0770077924225916e-07,609.4165420532227,553.5263156890869,-0.0508921779692173,581.3646697998047,463.0896306037903,-0.06746351718902588,594.0147399902344,368.9938223361969,-0.0743640586733818,598.7178039550781,285.8760917186737,-0.07744954526424408,622.7304267883301,340.41921973228455,-0.03906277194619179,715.9324264526367,354.9150252342224,-0.06635188311338425,791.1816215515137,386.42420053482056,-0.08747677505016327,861.5415000915527,412.59125232696533,-0.1005745455622673,670.1061058044434,332.76716709136963,-0.023350540548563004,759.374942779541,346.38344407081604,-0.05537344142794609,834.0121078491211,383.8285517692566,-0.07544076442718506,897.7658843994141,427.6931619644165,-0.08471746742725372,710.8111381530762,349.18450713157654,-0.012819457799196243,785.1703834533691,365.9736657142639,-0.04693552106618881,833.3279800415039,401.0305988788605,-0.06084761768579483,870.7226943969727,440.1153516769409,-0.06331508606672287,746.7166900634766,377.1716094017029,-0.00643961550667882,806.8986511230469,385.2872121334076,-0.03687387704849243,842.3563957214355,411.668336391449,-0.049041539430618286,867.1186065673828,432.9120111465454,-0.05179533734917641
21,880.308723449707,569.674801826477,-7.430129471686087e-07,808.366641998291,432.10007429122925,-0.0008948908071033657,815.5416297912598,313.6218273639679,-0.00902786385267973,843.0538558959961,231.61990642547607,-0.01903412491083145,870.0552177429199,164.70714926719666,-0.030291292816400528,910.7898902893066,262.49600529670715,-0.029911518096923828,804.1886901855469,221.9621354341507,-0.05663861706852913,727.2009086608887,224.7878211736679,-0.07235053181648254,660.4860305786133,232.26943016052246,-0.08111999928951263,938.7543296813965,300.39156317710876,-0.04269978031516075,805.8542060852051,263.2418632507324,-0.06749742478132248,717.3183631896973,260.0863140821457,-0.08064083009958267,650.1132774353027,261.1946564912796,-0.0915582999587059,948.189754486084,356.60327196121216,-0.05573025718331337,829.6052742004395,316.6700506210327,-0.07945297658443451,741.4604187011719,302.7051615715027,-0.08860066533088684,673.5326385498047,294.0186667442322,-0.09511665999889374,937.0334243774414,424.5496988296509,-0.0684618428349495,857.5191307067871,384.4316303730011,-0.08800283074378967,793.9319229125977,364.4171905517578,-0.09625842422246933,735.5810165405273,347.44492292404175,-0.1019417941570282
21,697.650260925293,571.158857345581,2.6136041242352803e-07,620.7687377929688,527.7681291103363,-0.05262940376996994,584.7465705871582,428.7417984008789,-0.06974922120571136,590.7475090026855,326.80445551872253,-0.0780240148305893,590.3789520263672,241.19526386260986,-0.08312152326107025,634.8902893066406,336.1019790172577,-0.03548447787761688,710.2377891540527,300.44225692749023,-0.06657309085130692,789.0570831298828,314.3335998058319,-0.09217547625303268,864.371452331543,329.95580434799194,-0.1078525111079216,691.8093109130859,333.2971179485321,-0.01965460740029812,771.474723815918,295.5690586566925,-0.05464266240596771,850.8305740356445,315.79145550727844,-0.0789468064904213,917.7120208740234,340.2579975128174,-0.09155849367380142,737.8395080566406,342.9224932193756,-0.009962239302694798,810.9903717041016,304.3318998813629,-0.04705139994621277,870.0151062011719,315.85779190063477,-0.06474995613098145,920.2349281311035,337.3610508441925,-0.06978611648082733,776.3814353942871,359.751273393631,-0.004302617162466049,835.9294509887695,332.22984552383423,-0.0345742404460907,877.8792572021484,339.54078555107117,-0.04733828827738762,912.9097366333008,347.2417616844177,-0.05124649778008461
21,681.7852592468262,591.9595813751221,2.595681110051373e-07,607.2427940368652,533.460795879364,-0.05906828120350838,583.0386543273926,426.5997862815857,-0.07711848616600037,598.0448913574219,327.19693779945374,-0.08460579067468643,604.7179985046387,242.9314684867859,-0.08930367231369019,647.7055549621582,347.2668671607971,-0.04015441983938217,727.5115013122559,322.8828835487366,-0.0674542784690857,801.4735221862793,334.30867552757263,-0.09114167094230652,873.3301734924316,345.1950216293335,-0.10649853944778442,707.4736404418945,350.02933859825134,-0.019615449011325836,790.1688194274902,323.29944133758545,-0.052442245185375214,868.6112594604492,338.79859685897827,-0.0780806690454483,935.0182342529297,358.9124286174774,-0.09278023988008499,751.8134307861328,364.6154272556305,-0.005041187629103661,827.6965713500977,336.56755685806274,-0.04043230414390564,886.7734336853027,342.01225876808167,-0.060803815722465515,937.9209136962891,359.8306131362915,-0.06853219121694565,784.3683815002441,384.97023940086365,0.0051912665367126465,840.8450317382812,360.6157386302948,-0.023557299748063087,879.9333572387695,364.910706281662,-0.03747279569506645,914.1039848327637,371.89247488975525,-0.04314104840159416
21,749.5563697814941,556.2218713760376,1.4826154881575349e-07,658.879280090332,524.9212968349457,-0.03946291655302048,598.1371307373047,434.12888646125793,-0.05570802092552185,572.6876449584961,336.66488885879517,-0.06574098020792007,533.4480857849121,265.98948061466217,-0.07322591543197632,632.4909782409668,316.9452774524689,-0.030427375808358192,685.8336067199707,297.86328077316284,-0.05671187862753868,749.2805099487305,309.331591129303,-0.07893265783786774,814.3777084350586,318.14016938209534,-0.09326701611280441,694.5542335510254,298.88636112213135,-0.021641353145241737,763.7751388549805,280.53062081336975,-0.0456538051366806,829.976634979248,293.85525584220886,-0.06175926700234413,892.0576286315918,304.8930072784424,-0.07173395901918411,749.8895072937012,304.34818625450134,-0.01755560003221035,812.5789260864258,275.96654176712036,-0.044382210820913315,864.6639633178711,285.0698518753052,-0.054125696420669556,915.4933547973633,296.5094518661499,-0.05714096873998642,803.034782409668,324.80258345603943,-0.016899248585104942,854.3387603759766,297.3270535469055,-0.03806164488196373,889.6491622924805,305.232253074646,-0.04340464249253273,921.7258644104004,310.1952838897705,-0.04390899837017059
